Year,Institution,Campus,Institution Size,Category,Subcategory,Location,Number
2014,Yale University,Main Campus,12336,Hate crimes,Intimidation,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Larceny-theft,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Larceny-theft,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Larceny-theft,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Larceny-theft,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Motor vehicle theft,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Motor vehicle theft,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Motor vehicle theft,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Negligent manslaughter,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Negligent manslaughter,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Negligent manslaughter,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Rape,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Rape,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Rape,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Rape,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Robbery,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Robbery,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Robbery,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Robbery,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Forcible,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Forcible,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Forcible,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Forcible,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Non-forcible,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Non-forcible,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Non-forcible,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Sex offenses - Non-forcible,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Simple assault,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Simple assault,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Simple assault,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Simple assault,Public property,0
2014,Yale University,Main Campus,12336,Hate crimes,Statutory rape,Noncampus,0
2014,Yale University,Main Campus,12336,Hate crimes,Statutory rape,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Statutory rape,On-campus student housing,0
2014,Yale University,Main Campus,12336,Hate crimes,Statutory rape,Public property,0
2014,Yale University,Main Campus,12336,Unfounded crimes,Total unfounded crimes,Noncampus,0
2014,Yale University,Main Campus,12336,Unfounded crimes,Total unfounded crimes,On-campus non-student housing,0
2014,Yale University,Main Campus,12336,Unfounded crimes,Total unfounded crimes,On-campus student housing,0
2014,Yale University,Main Campus,12336,Unfounded crimes,Total unfounded crimes,Public property,0
2014,Yale University,Main Campus,12336,VAWA offenses,Dating violence,Noncampus,0
2014,Yale University,Main Campus,12336,VAWA offenses,Dating violence,On-campus non-student housing,5
2014,Yale University,Main Campus,12336,VAWA offenses,Dating violence,On-campus student housing,3
2014,Yale University,Main Campus,12336,VAWA offenses,Dating violence,Public property,2
2014,Yale University,Main Campus,12336,VAWA offenses,Domestic violence,Noncampus,1
2014,Yale University,Main Campus,12336,VAWA offenses,Domestic violence,On-campus non-student housing,2
2014,Yale University,Main Campus,12336,VAWA offenses,Domestic violence,On-campus student housing,4
2014,Yale University,Main Campus,12336,VAWA offenses,Domestic violence,Public property,1
2014,Yale University,Main Campus,12336,VAWA offenses,Stalking,Noncampus,0
2014,Yale University,Main Campus,12336,VAWA offenses,Stalking,On-campus non-student housing,11
2014,Yale University,Main Campus,12336,VAWA offenses,Stalking,On-campus student housing,2
2014,Yale University,Main Campus,12336,VAWA offenses,Stalking,Public property,3
2015,Yale University,Main Campus,12385,Arrests,Drug law violations,Noncampus,5
2015,Yale University,Main Campus,12385,Arrests,Drug law violations,On-campus non-student housing,12
2015,Yale University,Main Campus,12385,Arrests,Drug law violations,On-campus student housing,1
2015,Yale University,Main Campus,12385,Arrests,Drug law violations,Public property,32
2015,Yale University,Main Campus,12385,Arrests,Illegal weapons possession,Noncampus,0
2015,Yale University,Main Campus,12385,Arrests,Illegal weapons possession,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Arrests,Illegal weapons possession,On-campus student housing,0
2015,Yale University,Main Campus,12385,Arrests,Illegal weapons possession,Public property,6
2015,Yale University,Main Campus,12385,Arrests,Liquor law violations,Noncampus,1
2015,Yale University,Main Campus,12385,Arrests,Liquor law violations,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Arrests,Liquor law violations,On-campus student housing,3
2015,Yale University,Main Campus,12385,Arrests,Liquor law violations,Public property,4
2015,Yale University,Main Campus,12385,Criminal offenses,Aggravated assault,Noncampus,2
2015,Yale University,Main Campus,12385,Criminal offenses,Aggravated assault,On-campus non-student housing,3
2015,Yale University,Main Campus,12385,Criminal offenses,Aggravated assault,On-campus student housing,1
2015,Yale University,Main Campus,12385,Criminal offenses,Aggravated assault,Public property,1
2015,Yale University,Main Campus,12385,Criminal offenses,Arson,Noncampus,1
2015,Yale University,Main Campus,12385,Criminal offenses,Arson,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Arson,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Arson,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Burglary,Noncampus,1
2015,Yale University,Main Campus,12385,Criminal offenses,Burglary,On-campus non-student housing,9
2015,Yale University,Main Campus,12385,Criminal offenses,Burglary,On-campus student housing,60
2015,Yale University,Main Campus,12385,Criminal offenses,Burglary,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Fondling,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Fondling,On-campus non-student housing,5
2015,Yale University,Main Campus,12385,Criminal offenses,Fondling,On-campus student housing,4
2015,Yale University,Main Campus,12385,Criminal offenses,Fondling,Public property,3
2015,Yale University,Main Campus,12385,Criminal offenses,Incest,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Incest,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Incest,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Incest,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Motor vehicle theft,Noncampus,1
2015,Yale University,Main Campus,12385,Criminal offenses,Motor vehicle theft,On-campus non-student housing,6
2015,Yale University,Main Campus,12385,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Motor vehicle theft,Public property,9
2015,Yale University,Main Campus,12385,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Murder/Non-negligent manslaughter,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Negligent manslaughter,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Negligent manslaughter,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Negligent manslaughter,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Rape,Noncampus,1
2015,Yale University,Main Campus,12385,Criminal offenses,Rape,On-campus non-student housing,1
2015,Yale University,Main Campus,12385,Criminal offenses,Rape,On-campus student housing,16
2015,Yale University,Main Campus,12385,Criminal offenses,Rape,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Robbery,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Robbery,On-campus non-student housing,9
2015,Yale University,Main Campus,12385,Criminal offenses,Robbery,On-campus student housing,1
2015,Yale University,Main Campus,12385,Criminal offenses,Robbery,Public property,18
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Forcible,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Forcible,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Forcible,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Forcible,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Non-forcible,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Non-forcible,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Non-forcible,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Sex offenses - Non-forcible,Public property,0
2015,Yale University,Main Campus,12385,Criminal offenses,Statutory rape,Noncampus,0
2015,Yale University,Main Campus,12385,Criminal offenses,Statutory rape,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Statutory rape,On-campus student housing,0
2015,Yale University,Main Campus,12385,Criminal offenses,Statutory rape,Public property,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Drug law violations,Noncampus,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Drug law violations,On-campus student housing,2
2015,Yale University,Main Campus,12385,Disciplinary actions,Drug law violations,Public property,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Illegal weapons possession,Noncampus,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Illegal weapons possession,Public property,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Liquor law violations,Noncampus,3
2015,Yale University,Main Campus,12385,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Liquor law violations,On-campus student housing,17
2015,Yale University,Main Campus,12385,Disciplinary actions,Liquor law violations,Public property,2
2015,Yale University,Main Campus,12385,Hate crimes,Aggravated assault,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Aggravated assault,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Aggravated assault,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Aggravated assault,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Arson,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Arson,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Arson,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Arson,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Burglary,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Burglary,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Burglary,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Burglary,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Fondling,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Fondling,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Fondling,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Fondling,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Incest,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Incest,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Incest,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Incest,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Intimidation,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Intimidation,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Intimidation,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Intimidation,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Larceny-theft,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Larceny-theft,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Larceny-theft,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Larceny-theft,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Motor vehicle theft,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Motor vehicle theft,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Motor vehicle theft,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Negligent manslaughter,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Negligent manslaughter,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Negligent manslaughter,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Rape,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Rape,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Rape,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Rape,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Robbery,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Robbery,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Robbery,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Robbery,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Forcible,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Forcible,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Forcible,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Forcible,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Non-forcible,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Non-forcible,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Non-forcible,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Sex offenses - Non-forcible,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Simple assault,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Simple assault,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Simple assault,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Simple assault,Public property,0
2015,Yale University,Main Campus,12385,Hate crimes,Statutory rape,Noncampus,0
2015,Yale University,Main Campus,12385,Hate crimes,Statutory rape,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Statutory rape,On-campus student housing,0
2015,Yale University,Main Campus,12385,Hate crimes,Statutory rape,Public property,0
2015,Yale University,Main Campus,12385,Unfounded crimes,Total unfounded crimes,Noncampus,0
2015,Yale University,Main Campus,12385,Unfounded crimes,Total unfounded crimes,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,Unfounded crimes,Total unfounded crimes,On-campus student housing,0
2015,Yale University,Main Campus,12385,Unfounded crimes,Total unfounded crimes,Public property,0
2015,Yale University,Main Campus,12385,VAWA offenses,Dating violence,Noncampus,0
2015,Yale University,Main Campus,12385,VAWA offenses,Dating violence,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,VAWA offenses,Dating violence,On-campus student housing,8
2015,Yale University,Main Campus,12385,VAWA offenses,Dating violence,Public property,0
2015,Yale University,Main Campus,12385,VAWA offenses,Domestic violence,Noncampus,0
2015,Yale University,Main Campus,12385,VAWA offenses,Domestic violence,On-campus non-student housing,0
2015,Yale University,Main Campus,12385,VAWA offenses,Domestic violence,On-campus student housing,0
2015,Yale University,Main Campus,12385,VAWA offenses,Domestic violence,Public property,5
2015,Yale University,Main Campus,12385,VAWA offenses,Stalking,Noncampus,0
2015,Yale University,Main Campus,12385,VAWA offenses,Stalking,On-campus non-student housing,8
2015,Yale University,Main Campus,12385,VAWA offenses,Stalking,On-campus student housing,3
2015,Yale University,Main Campus,12385,VAWA offenses,Stalking,Public property,1
2016,Yale University,Main Campus,12458,Arrests,Drug law violations,Noncampus,0
2016,Yale University,Main Campus,12458,Arrests,Drug law violations,On-campus non-student housing,8
2016,Yale University,Main Campus,12458,Arrests,Drug law violations,On-campus student housing,1
2016,Yale University,Main Campus,12458,Arrests,Drug law violations,Public property,26
2016,Yale University,Main Campus,12458,Arrests,Illegal weapons possession,Noncampus,0
2016,Yale University,Main Campus,12458,Arrests,Illegal weapons possession,On-campus non-student housing,3
2016,Yale University,Main Campus,12458,Arrests,Illegal weapons possession,On-campus student housing,1
2016,Yale University,Main Campus,12458,Arrests,Illegal weapons possession,Public property,4
2016,Yale University,Main Campus,12458,Arrests,Liquor law violations,Noncampus,0
2016,Yale University,Main Campus,12458,Arrests,Liquor law violations,On-campus non-student housing,2
2016,Yale University,Main Campus,12458,Arrests,Liquor law violations,On-campus student housing,0
2016,Yale University,Main Campus,12458,Arrests,Liquor law violations,Public property,4
2016,Yale University,Main Campus,12458,Criminal offenses,Aggravated assault,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Aggravated assault,On-campus non-student housing,3
2016,Yale University,Main Campus,12458,Criminal offenses,Aggravated assault,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Aggravated assault,Public property,4
2016,Yale University,Main Campus,12458,Criminal offenses,Arson,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Arson,On-campus non-student housing,1
2016,Yale University,Main Campus,12458,Criminal offenses,Arson,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Arson,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Burglary,Noncampus,1
2016,Yale University,Main Campus,12458,Criminal offenses,Burglary,On-campus non-student housing,25
2016,Yale University,Main Campus,12458,Criminal offenses,Burglary,On-campus student housing,12
2016,Yale University,Main Campus,12458,Criminal offenses,Burglary,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Fondling,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Fondling,On-campus non-student housing,3
2016,Yale University,Main Campus,12458,Criminal offenses,Fondling,On-campus student housing,5
2016,Yale University,Main Campus,12458,Criminal offenses,Fondling,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Incest,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Incest,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Incest,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Incest,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Motor vehicle theft,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Motor vehicle theft,On-campus non-student housing,4
2016,Yale University,Main Campus,12458,Criminal offenses,Motor vehicle theft,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Motor vehicle theft,Public property,13
2016,Yale University,Main Campus,12458,Criminal offenses,Murder/Non-negligent manslaughter,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Murder/Non-negligent manslaughter,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Murder/Non-negligent manslaughter,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Negligent manslaughter,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Negligent manslaughter,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Negligent manslaughter,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Negligent manslaughter,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Rape,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Rape,On-campus non-student housing,6
2016,Yale University,Main Campus,12458,Criminal offenses,Rape,On-campus student housing,18
2016,Yale University,Main Campus,12458,Criminal offenses,Rape,Public property,1
2016,Yale University,Main Campus,12458,Criminal offenses,Robbery,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Robbery,On-campus non-student housing,3
2016,Yale University,Main Campus,12458,Criminal offenses,Robbery,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Robbery,Public property,12
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Forcible,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Forcible,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Forcible,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Forcible,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Non-forcible,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Non-forcible,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Non-forcible,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Sex offenses - Non-forcible,Public property,0
2016,Yale University,Main Campus,12458,Criminal offenses,Statutory rape,Noncampus,0
2016,Yale University,Main Campus,12458,Criminal offenses,Statutory rape,On-campus non-student housing,2
2016,Yale University,Main Campus,12458,Criminal offenses,Statutory rape,On-campus student housing,0
2016,Yale University,Main Campus,12458,Criminal offenses,Statutory rape,Public property,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Drug law violations,Noncampus,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Drug law violations,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Drug law violations,On-campus student housing,6
2016,Yale University,Main Campus,12458,Disciplinary actions,Drug law violations,Public property,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Illegal weapons possession,Noncampus,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Illegal weapons possession,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Illegal weapons possession,On-campus student housing,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Illegal weapons possession,Public property,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Liquor law violations,Noncampus,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Liquor law violations,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Liquor law violations,On-campus student housing,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Liquor law violations,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Aggravated assault,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Aggravated assault,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Aggravated assault,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Aggravated assault,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Arson,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Arson,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Arson,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Arson,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Burglary,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Burglary,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Burglary,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Burglary,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Destruction/damage/ vandalism of property,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Destruction/damage/ vandalism of property,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Destruction/damage/ vandalism of property,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Destruction/damage/ vandalism of property,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Fondling,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Fondling,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Fondling,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Fondling,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Incest,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Incest,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Incest,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Incest,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Intimidation,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Intimidation,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Intimidation,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Intimidation,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Larceny-theft,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Larceny-theft,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Larceny-theft,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Larceny-theft,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Motor vehicle theft,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Motor vehicle theft,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Motor vehicle theft,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Motor vehicle theft,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Murder/Non-negligent manslaughter,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Murder/Non-negligent manslaughter,On-campus non-student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Murder/Non-negligent manslaughter,On-campus student housing,0
2016,Yale University,Main Campus,12458,Hate crimes,Murder/Non-negligent manslaughter,Public property,0
2016,Yale University,Main Campus,12458,Hate crimes,Negligent manslaughter,Noncampus,0
2016,Yale University,Main Campus,12458,Hate crimes,Negligent manslaughter,On-campus non-student housing,0
